date,gross_return,transaction_cost,net_return,turnover,active_during_day,kill_switch_triggered,shadow_drawdown,shadow_20d_annualized_volatility,actual_equity,actual_drawdown
1990-04-30,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-01,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-02,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-03,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-04,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-07,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-08,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-09,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-10,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-11,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-14,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-15,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-16,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-17,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-18,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-21,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-22,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-23,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-24,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-25,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-29,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-30,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-05-31,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-06-01,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-06-04,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-06-05,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-06-06,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-06-07,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-06-08,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-06-11,0.0,0.0,0.0,0.0,True,False,0.0,0.0,1.0,0.0
1990-06-12,0.0009200911351164373,0.00015222998710824617,0.0007678611480081911,1.5222998710824618,True,False,0.0,0.0027256366883753533,1.0007678611480082,0.0
1990-06-13,-0.004767512570376624,5.816495727838561e-06,-0.004773329066104463,0.05816495727838561,True,False,-0.004773329066104504,0.017302520805629964,0.9959908668279672,-0.004773329066104504
1990-06-14,-0.006212865527241959,4.644040923290713e-06,-0.00621750956816525,0.046440409232907126,True,False,-0.010961160415129179,0.027448682466518454,0.9897982840836591,-0.010961160415129179
1990-06-15,0.00509917656631829,3.428095787767687e-06,0.005095748470530522,0.03428095787767687,True,False,-0.00592126726101927,0.03390726642191437,0.9948420471759122,-0.00592126726101927
1990-06-18,-0.00018822682162950252,4.581796529884048e-06,-0.00019280861815938657,0.045817965298840475,True,False,-0.006112934207820331,0.033894836804973336,0.9946502330555094,-0.006112934207820331
1990-06-19,0.0001928857223031067,6.7732623859944e-06,0.0001861124599171123,0.067732623859944,True,False,-0.005927959441125896,0.033920637047734306,0.9948353498571405,-0.005927959441125896
1990-06-20,0.0035838670978397386,3.9211499749532185e-06,0.0035799459478647855,0.03921149974953218,True,False,-0.002369235267641545,0.036557734761521535,0.9983968066366541,-0.002369235267641545
1990-06-21,0.00028987651897381705,4.455240963633148e-06,0.0002854212780101839,0.04455240963633148,True,False,-0.0020844902197895143,0.036579812823172936,0.9986817703291655,-0.0020844902197895143
1990-06-22,-0.0010776242496214625,2.9514184606605204e-06,-0.0010805756680821231,0.029514184606605202,True,False,-0.0031628134384599216,0.03675563820774586,0.9976026191079905,-0.0031628134384599216
1990-06-25,0.005870627286662566,3.0752316325434586e-06,0.005867552055030022,0.030752316325434587,True,False,0.0,0.042462375541838064,1.003456104405841,0.0
1990-06-26,-0.005209375565931198,8.314472284299836e-06,-0.005217690038215498,0.08314472284299836,True,False,-0.005217690038215483,0.046587851526683224,0.9982203814860962,-0.005217690038215483
1990-06-27,-0.0007666052349654227,5.6358870188613984e-06,-0.0007722411219842841,0.056358870188613984,True,False,-0.0059859018453903845,0.04664977540603493,0.9974495146587098,-0.0059859018453903845
1990-06-28,-0.0036936784722578935,3.7877085348635624e-06,-0.003697466180792757,0.037877085348635625,True,False,-0.009661235356548281,0.04833569132039075,0.993761478811211,-0.009661235356548281
1990-06-29,0.0016788164926511855,4.659946132242683e-06,0.001674156546518943,0.04659946132242683,True,False,-0.008003253230448926,0.048840068690778296,0.9954251910966413,-0.008003253230448926
1990-07-02,0.001012805944304868,4.191061025725413e-06,0.0010086148832791424,0.041910610257254136,True,False,-0.007002710547492574,0.049032471402680605,0.9964291917595723,-0.007002710547492574
1990-07-03,0.00018633686474721177,6.96229886003355e-06,0.00017937456588717823,0.0696229886003355,True,False,-0.006824592089769932,0.04904506146481392,0.9966079258132815,-0.006824592089769932
1990-07-05,0.0015440736081368106,7.174281372526206e-06,0.0015368993267642845,0.07174281372526206,True,False,-0.005298181473993857,0.049415794016438634,0.998139611863512,-0.005298181473993857
1990-07-06,0.010153166335707385,7.424662843383994e-06,0.010145741672864002,0.07424662843383995,True,False,0.0,0.06134111400696182,1.008266478518932,0.0
1990-07-09,0.0019473163716993312,1.0326185917830534e-05,0.0019369901857815006,0.10326185917830534,True,False,0.0,0.06155069974281694,1.0102194807924756,0.0
1990-07-10,-0.00669327689467851,1.329628607893786e-05,-0.006706573180757448,0.1329628607893786,True,False,-0.0067065731807574025,0.06668542336522293,1.0034443699159141,-0.0067065731807574025
1990-07-11,-0.001265868183988677,8.256956543505838e-06,-0.0012741251405321828,0.08256956543505838,True,False,-0.007972153307793106,0.06684054580485532,1.0021658562170788,-0.007972153307793106
1990-07-12,-0.0014697784171961055,1.2847645449997402e-05,-0.0014826260626461028,0.12847645449997402,True,False,-0.009442959648169769,0.06465762444116128,1.0006800189995573,-0.009442959648169769
1990-07-13,0.0018929618396522747,7.788673534849303e-06,0.0018851731661174253,0.07788673534849304,True,False,-0.007575588096189856,0.060160711520418124,1.002566474119245,-0.007575588096189856
1990-07-16,0.0014641327923148669,9.62625523093123e-06,0.0014545065370839356,0.0962625523093123,True,False,-0.00613210030151401,0.057937520199207636,1.0040247136097127,-0.00613210030151401
1990-07-17,-0.0035389536257092865,6.650776498882392e-06,-0.003545604402208169,0.06650776498882392,True,False,-0.009655962701898502,0.059640359255314176,1.0004648391652122,-0.009655962701898502
1990-07-18,0.0015721956809549788,4.897310714557546e-06,0.0015672983702404212,0.04897310714557546,True,False,-0.008103798106263826,0.05980721754105509,1.0020328660771187,-0.008103798106263826
1990-07-19,0.0009395689760418899,5.109709246715454e-06,0.0009344592667951744,0.05109709246715454,True,False,-0.007176911508705142,0.05864839164986341,1.002969224974458,-0.007176911508705142
1990-07-20,-0.0011251094465135295,4.697191992823229e-06,-0.0011298066385063527,0.04697191992823229,True,False,-0.008298609624944886,0.058847054399391495,1.0018360636858643,-0.008298609624944886
1990-07-23,0.0005856152934393403,5.373121943645976e-06,0.0005802421714956943,0.05373121943645976,True,False,-0.0077231826567183415,0.05867615700198152,1.0024173712189401,-0.0077231826567183415
1990-07-24,0.002085627528668615,9.776852949814644e-06,0.0020758506757188005,0.09776852949814645,True,False,-0.00566336415493629,0.05530598275857084,1.0044982399963371,-0.00566336415493629
1990-07-25,0.002178299113380214,1.1512723574521613e-05,0.0021667863898056925,0.11512723574521613,True,False,-0.0035088490655021953,0.052081522934425487,1.0066747731113448,-0.0035088490655021953
1990-07-26,-0.0002903581458884994,5.062884905513267e-06,-0.00029542103079401266,0.05062884905513267,True,False,-0.003803233508488435,0.05196328398059033,1.0063773802121978,-0.003803233508488435
1990-07-27,-0.006388646165086827,7.258583219524704e-06,-0.006395904748306351,0.07258583219524704,True,False,-0.010174813137538985,0.055577482619220964,0.9999406863475105,-0.010174813137538985
1990-07-30,-0.00776776448642678,6.484785703901061e-06,-0.007774249272130681,0.06484785703901061,True,False,-0.01786996087604109,0.06223537641719971,0.9921668981944995,-0.01786996087604109
1990-07-31,-0.001373384063773666,6.534168861683612e-06,-0.0013799182326353497,0.06534168861683612,True,False,-0.01922522002384708,0.062219757345414316,0.9907977890018637,-0.01922522002384708
1990-08-01,-0.0024715075687990373,8.988693058682204e-06,-0.0024804962618577195,0.08988693058682204,True,False,-0.021658028199302293,0.06267622546915393,0.9883401187899876,-0.021658028199302293
1990-08-02,0.011480295355495397,9.265240597213942e-06,0.011471030114898183,0.09265240597213943,True,False,-0.010435437978107642,0.07539595811427692,0.9996773980563896,-0.010435437978107642
1990-08-03,0.000837218027732894,4.1288943253827564e-06,0.0008330891334075112,0.041288943253827565,True,False,-0.009611042494682143,0.06551825780261372,1.0005102184336234,-0.009611042494682143
1990-08-06,0.019369744911462823,1.5083718296462367e-05,0.01935466119316636,0.15083718296462367,True,False,0.0,0.09583705634517183,1.019874754731707,0.0
1990-08-07,0.004496770706389074,1.9996483131959562e-05,0.004476774223257114,0.1999648313195956,True,False,0.0,0.09287000572648459,1.0244405037446407,0.0
1990-08-08,-0.0008774975936134335,3.668595978682645e-05,-0.0009141835534002599,0.3668595978682645,True,False,-0.0009141835534002274,0.09275914998728241,1.0235039770846803,-0.0009141835534002274
1990-08-09,-0.001178468077875482,1.0861633915633226e-05,-0.001189329711791115,0.10861633915633226,True,False,-0.002102425999529256,0.0926578843556353,1.022286693394597,-0.002102425999529256
1990-08-10,0.004220343135285105,1.2467633230774532e-05,0.00420787550205433,0.12467633230774533,True,False,0.0,0.093288671589046,1.0265883485278082,0.0
1990-08-13,-0.0007309707328897663,8.995167260849774e-06,-0.000739965900150616,0.08995167260849773,True,False,-0.0007399659001505743,0.093534434488297,1.0258287081564057,-0.0007399659001505743
1990-08-14,0.00013927874943773155,1.0012531260377903e-05,0.00012926621817735366,0.10012531260377903,True,False,-0.0006107953345667605,0.09201550948850443,1.0259613131540068,-0.0006107953345667605
1990-08-15,-0.0032733410797576535,6.1025416774638114e-06,-0.0032794436214351173,0.06102541677463812,True,False,-0.0038882358871379363,0.09340903194438348,1.0225967308697448,-0.0038882358871379363
1990-08-16,0.002585296904192469,8.062614981589196e-06,0.00257723428921088,0.08062614981589196,True,False,-0.0013210224927797665,0.0935680278000208,1.0252322022285774,-0.0013210224927797665
1990-08-17,2.228321115960104e-05,6.158638414938322e-06,1.6124572744662715e-05,0.06158638414938322,True,False,-0.0013049192209585447,0.09329144905693515,1.0252487336598022,-0.0013049192209585447
1990-08-20,-0.00092863862227552,8.305835130835298e-06,-0.0009369444574063553,0.08305835130835297,True,False,-0.002240641041533542,0.093574106470773,1.0242881325413367,-0.002240641041533542
1990-08-21,-0.0008626482985401914,4.160951778048149e-06,-0.0008668092503182395,0.0416095177804815,True,False,-0.003105508083470321,0.09374831131447499,1.0234002701130587,-0.003105508083470321
1990-08-22,-0.0010794144043969622,4.172122893597584e-06,-0.0010835865272905598,0.04172122893597584,True,False,-0.004185729524041171,0.09389817156307106,1.0222913273683387,-0.004185729524041171
1990-08-23,-0.0036070215820119722,3.321223744709046e-06,-0.0036103428057566813,0.03321223744709046,True,False,-0.007780960411323812,0.09513390379760732,1.018600505229187,-0.007780960411323812
1990-08-24,0.004874824272514974,6.59394105080752e-06,0.004868230331464166,0.0659394105080752,True,False,-0.0029506095873419458,0.09248032407946619,1.0235592871043886,-0.0029506095873419458
1990-08-27,-0.014139319493798357,8.030209579784279e-06,-0.014147349703378142,0.08030209579784278,True,False,-0.017056215985049805,0.10285331538782039,1.0090786359275823,-0.017056215985049805
1990-08-28,-0.001578265444013645,5.9101115074773944e-06,-0.0015841755555211223,0.05910111507477395,True,False,-0.018613371500137754,0.10291499005093938,1.0074800782189473,-0.018613371500137754
1990-08-29,-0.00028689173505712774,2.253981307020194e-05,-0.0003094315481273297,0.22539813070201942,True,False,-0.018917043483905993,0.10226821787948397,1.0071683320986364,-0.018917043483905993
1990-08-30,0.001149354735998301,4.918108069472352e-06,0.0011444366279288285,0.049181080694723524,True,False,-0.017794256213432447,0.09446788058640074,1.00832097242838,-0.017794256213432447
1990-08-31,-0.0009855024744737297,5.555020668044237e-06,-0.000991057495141774,0.055550206680442374,True,False,-0.018767678577583435,0.09459090807975666,1.0073216683711461,-0.018767678577583435
1990-09-04,-0.000347780015651814,5.9643947715875145e-06,-0.0003537444104234015,0.05964394771587515,True,False,-0.019114784026613374,0.06252409921139829,1.0069653339614615,-0.019114784026613374
1990-09-05,-0.004138615637497248,5.092533767695888e-06,-0.0041437081712649435,0.05092533767695888,True,False,-0.023179286111115194,0.06064646925806089,1.0027927634789449,-0.023179286111115194
1990-09-06,-0.0024062411481309384,4.675856238904644e-06,-0.0024109170043698433,0.046758562389046444,True,False,-0.02553431978045062,0.06083105999309747,1.0003751133536145,-0.02553431978045062
1990-09-07,-0.0009058002991261203,5.674794751056406e-06,-0.0009114750938771767,0.05674794751056406,True,False,-0.026422520977808728,0.060835775050911485,0.9994632963532581,-0.026422520977808728
1990-09-10,-0.00151809172474427,5.838587229926784e-06,-0.0015239303119741969,0.05838587229926784,True,False,-0.027906185209146117,0.057486354796858034,0.9979401839402398,-0.027906185209146117
1990-09-11,0.000916371083647282,7.092934777489352e-06,0.0009092781488697927,0.07092934777489351,True,False,-0.027022281544705318,0.05803596464652677,0.9988475891433757,-0.027022281544705318
1990-09-12,-0.004945228569508873,6.599704174325426e-06,-0.004951828273683198,0.06599704174325426,True,False,-0.031840300120616005,0.0591388853848046,0.9939014674103552,-0.031840300120616005
1990-09-13,-0.0037421026650168703,5.642465751585363e-06,-0.0037477451307684558,0.056424657515853634,True,False,-0.035468715921645244,0.05934044661628647,0.9901765780254045,-0.035468715921645244
1990-09-14,0.0022388799052860116,8.003186288427925e-06,0.002230876718997584,0.08003186288427926,True,False,-0.03331696553524999,0.05902876335316566,0.9923855399010181,-0.03331696553524999
1990-09-17,0.0020167733217698962,5.14231907136013e-06,0.002011631002698536,0.0514231907136013,True,False,-0.031372355973337984,0.06017628455405672,0.9943818534197126,-0.031372355973337984
1990-09-18,0.0013801550078878762,4.461572316635766e-06,0.0013756934355712404,0.04461572316635766,True,False,-0.030039821281937606,0.06102760089932274,0.9957498180079134,-0.030039821281937606
1990-09-19,-0.0007248081843237941,4.949002204568586e-06,-0.0007297571865283628,0.04949002204568586,True,False,-0.03074765669300339,0.061045561595762805,0.9950231624222379,-0.03074765669300339
1990-09-20,0.0011151991542290394,6.889562194220038e-06,0.0011083095920348194,0.06889562194220038,True,False,-0.029673425023813982,0.06168771246938197,0.9961259561374473,-0.029673425023813982
1990-09-21,-0.00105446075146874,5.22083994436981e-06,-0.0010596815914131097,0.052208399443698095,True,False,-0.030701662232975213,0.061075712680225144,0.9950703797989996,-0.030701662232975213
1990-09-24,0.0061345255564587906,4.5674189954714095e-06,0.006129958137463319,0.045674189954714096,True,False,-0.024759903999750588,0.06286563030701214,1.0011701195709972,-0.024759903999750588
1990-09-25,-0.0014421919555869568,4.091651497598469e-06,-0.0014462836070845552,0.04091651497598469,True,False,-0.026170377763567343,0.0398510114324434,0.9997221436391588,-0.026170377763567343
1990-09-26,0.0004885558686768347,3.665195972578149e-06,0.00048489067270425653,0.03665195972578149,True,False,-0.025698176862941735,0.03975539044736635,1.0002068995819053,-0.025698176862941735
1990-09-27,-0.0033105209320135748,4.652444168825394e-06,-0.0033151733761824,0.04652444168825394,True,False,-0.028928156327371668,0.0411139335332362,0.9968910402977375,-0.028928156327371668
1990-09-28,-0.002529573000170445,5.150807856571275e-06,-0.0025347238080270164,0.051508078565712746,True,False,-0.031389555248833356,0.04122493876048496,0.994364196843886,-0.031389555248833356
1990-10-01,-0.005755571254445403,1.0770349314949523e-05,-0.005766341603760353,0.10770349314949523,True,False,-0.03697489395423881,0.04499459223943571,0.9886303532063354,-0.03697489395423881
1990-10-02,-0.0006710717359664645,8.073472739053336e-06,-0.0006791452087055179,0.08073472739053336,True,False,-0.037628927840872795,0.044953911446506616,0.9879589296387745,-0.037628927840872795
1990-10-03,-0.0008159770837128005,8.073470856232585e-06,-0.0008240505545690332,0.08073470856232585,True,False,-0.03842197025658678,0.04333986057648147,0.9871448015349142,-0.03842197025658678
1990-10-04,-0.004305742014869224,6.1666931183716065e-06,-0.004311908707987596,0.061666931183716064,True,False,-0.04256820693644703,0.044788291082054066,0.9828883232691311,-0.04256820693644703
1990-10-05,-0.0026977626101801176,5.73559987590512e-06,-0.002703498210056023,0.0573559987590512,True,False,-0.04515662207524507,0.045255559626347544,0.980231086446488,-0.04515662207524507
1990-10-08,-0.0011883144643020298,9.654520040271306e-06,-0.001197968984342301,0.09654520040271306,True,False,-0.04630049482690357,0.04521714710498387,0.979056800007437,-0.04630049482690357
1990-10-09,0.0034337368363446317,7.945468687181907e-06,0.0034257913676574497,0.07945468687181907,True,False,-0.04303331929474241,0.04741894550125688,0.9824108443413487,-0.04303331929474241
1990-10-10,-0.000927474665893257,6.5388861182968215e-06,-0.0009340135520115538,0.06538886118296822,True,False,-0.04392713914334467,0.04485680368026104,0.9814932592990908,-0.04392713914334467
1990-10-11,-0.0004333497278796397,2.0021850692742347e-05,-0.000453371578572382,0.20021850692742346,True,False,-0.04436059540550141,0.04331185165366556,0.9810482781507642,-0.04436059540550141
1990-10-12,-0.0049714034632914374,4.314072742259758e-06,-0.004975717536033698,0.04314072742259758,True,False,-0.04911558714906705,0.044899944881278214,0.9761668590294739,-0.04911558714906705
1990-10-15,-0.006954173385177189,4.033892028906727e-06,-0.006958207277206096,0.04033892028906727,True,False,-0.055732037990348204,0.0485394881153896,0.9693744876872076,-0.055732037990348204
1990-10-16,-0.006756608353427443,7.583254384229493e-06,-0.006764191607811672,0.07583254384229493,True,False,-0.06211924741449937,0.051186363365437984,0.962817452912767,-0.06211924741449937
1990-10-17,-0.0013385381582944854,5.670803322396015e-06,-0.0013442089616168813,0.056708033223960154,True,False,-0.06337995512705286,0.051082190111173875,0.9615232250641604,-0.06337995512705286
1990-10-18,-0.002253107820888496,6.549146616584648e-06,-0.0022596569675050805,0.06549146616584647,True,False,-0.06549639513735483,0.05000886743068375,0.9593505124092263,-0.06549639513735483
1990-10-19,0.0026072528316635,4.197261163213484e-06,0.0026030555705002863,0.04197261163213484,True,False,-0.06306383032306451,0.052431657214025824,0.9618477551046155,-0.06306383032306451
1990-10-22,0.00017875023549282032,3.8043717343176256e-06,0.00017494586375850268,0.038043717343176256,True,False,-0.06289991721557375,0.0442767475058891,0.9620160263909365,-0.06289991721557375
1990-10-23,0.003258140492084602,6.609079079632395e-06,0.0032515314130049694,0.06609079079632395,True,False,-0.05985290685927058,0.04802223708501177,0.965144051720561,-0.05985290685927058
1990-10-24,-0.002605221975586721,3.7446834278808503e-06,-0.0026089666590146015,0.0374468342788085,True,False,-0.062305719279844185,0.04736022703305152,0.9626260230684758,-0.062305719279844185
1990-10-25,0.0016227901742113296,5.719299549286899e-06,0.0016170708746620428,0.057192995492868985,True,False,-0.06078940116915432,0.04863649573951971,0.9641826575735717,-0.06078940116915432
1990-10-26,-0.0005977688583170996,5.4738703476557936e-06,-0.0006032427286647554,0.05473870347655793,True,False,-0.061355973133583874,0.04866014394598908,0.9636010213962858,-0.061355973133583874
1990-10-29,0.0020299506245183723,4.857726106343632e-06,0.002025092898412029,0.048577261063436315,True,False,-0.05945513178063988,0.04758687623055399,0.9655524029816179,-0.05945513178063988
1990-10-30,0.0028939886811011947,2.935188688225539e-06,0.002891053492412969,0.029351886882255387,True,False,-0.05673596625460331,0.04972093903185185,0.9683438666283656,-0.05673596625460331
1990-10-31,0.0018172296683643683,1.799424035118577e-06,0.0018154302443292496,0.01799424035118577,True,False,-0.05502353619935396,0.05071587524195964,0.9701018273707533,-0.05502353619935396
1990-11-01,0.00010901321826322269,3.3997992822706213e-06,0.00010561341898095207,0.03399799282270621,True,False,-0.05492373400415551,0.04913386079097763,0.9702042831415016,-0.05492373400415551
1990-11-02,-0.005291485191798395,1.1848904034674468e-05,-0.00530333409583307,0.11848904034674468,True,False,-0.05993578918877385,0.05139344791617685,0.9650589656867941,-0.05993578918877385
